"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Genotype_Ploidy"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA6793054"	"PRJEB36854"	"ERR4057359"	"JP14"	"JP14"	"plus"	"haploid"	"ERS4520725"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG2-76-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057359/ERR4057359.fastq.gz"	2166382390	"28aa1ec15ff1ce6bbc0e2b6a5b3b4955"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057359/ERR4057359.fastq.gz"	38996441	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057359/JP14-A2-EX3-UDG2-76-PCR1-Hi13-Lane07.fastq.gz"
"SAMEA6793054"	"PRJEB36854"	"ERR4057360"	"JP14"	"JP14"	"plus"	"haploid"	"ERS4520725"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG2-77-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057360/ERR4057360.fastq.gz"	1957181135	"50b31ab3a99d492c80f40900cf934c28"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057360/ERR4057360.fastq.gz"	35257282	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057360/JP14-A2-EX3-UDG2-77-PCR1-Hi13-Lane07.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057361"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX1-LIB1-54-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057361/ERR4057361.fastq.gz"	19535529	"4d0fdd47a8c7e04b04a9373098d21805"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057361/ERR4057361.fastq.gz"	380245	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057361/KGH6-A-EX1-LIB1-54-PCR3-Mi05.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057362"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX2-LIB1-58-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057362/ERR4057362.fastq.gz"	19674110	"82ea78e6e01f04bab0fef224e503f4f4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057362/ERR4057362.fastq.gz"	382034	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057362/KGH6-A-EX2-LIB1-58-PCR3-Mi05.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057363"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-LIB1-42-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057363/ERR4057363.fastq.gz"	18469760	"c786314a64105d3001426caa6513deff"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057363/ERR4057363.fastq.gz"	354632	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057363/KGH6-A-EX3-LIB1-42-PCR3-Mi05.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057364"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-11-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057364/ERR4057364.fastq.gz"	4897351778	"beeb2dade3bd79b3fb7496542f9ccb1d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057364/ERR4057364.fastq.gz"	60492426	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057364/KGH6-A-EX3-UDG1-11-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057365"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-20-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057365/ERR4057365.fastq.gz"	2684970866	"244ce685bb2cb0779f5f78c5ea94c757"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057365/ERR4057365.fastq.gz"	37037469	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057365/KGH6-A-EX3-UDG1-20-PCR2-Hi4.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057366"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-21-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057366/ERR4057366.fastq.gz"	2438785200	"2e46ff4527684d9f7575a50581b32815"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057366/ERR4057366.fastq.gz"	33460417	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057366/KGH6-A-EX3-UDG1-21-PCR1-Hi4.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057367"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-21-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057367/ERR4057367.fastq.gz"	3997154348	"ef3b6dd9fa39d9915dcfabd0429d3f03"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057367/ERR4057367.fastq.gz"	53538179	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057367/KGH6-A-EX3-UDG1-21-PCR2-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057368"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-22-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057368/ERR4057368.fastq.gz"	2828553738	"18e24dcbf444138796e7eb3c977e285c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057368/ERR4057368.fastq.gz"	38867940	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057368/KGH6-A-EX3-UDG1-22-PCR1-Hi4.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057369"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-23-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057369/ERR4057369.fastq.gz"	2841626663	"cf7c295f0ceece6f7e0a4ebf1ebb543d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057369/ERR4057369.fastq.gz"	38900201	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057369/KGH6-A-EX3-UDG1-23-PCR1-Hi4.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057370"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-23-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057370/ERR4057370.fastq.gz"	2666686964	"879ca4a8707c8ec5d5567d9ba306ed78"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057370/ERR4057370.fastq.gz"	34829498	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057370/KGH6-A-EX3-UDG1-23-PCR2-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057371"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-25-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057371/ERR4057371.fastq.gz"	4917234804	"ee410b474e0412fe0cba20c3121f4213"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057371/ERR4057371.fastq.gz"	60829489	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057371/KGH6-A-EX3-UDG1-25-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057372"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-26-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057372/ERR4057372.fastq.gz"	5015864624	"8532a0844f6c1ef81b276f7467495e50"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057372/ERR4057372.fastq.gz"	62299354	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057372/KGH6-A-EX3-UDG1-26-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057373"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG1-31-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057373/ERR4057373.fastq.gz"	4186065967	"ad30d8fcffb7c9af3abec2a3c39b984f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057373/ERR4057373.fastq.gz"	51901970	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057373/KGH6-A-EX3-UDG1-31-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057374"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-18-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057374/ERR4057374.fastq.gz"	2942476246	"46720037dc3e79882a61703286a71e76"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057374/ERR4057374.fastq.gz"	37994117	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057374/KGH6-A-EX3-UDG2-18-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057375"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-22-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057375/ERR4057375.fastq.gz"	3311858119	"b7831e477aa3626e88e98fde1e795376"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057375/ERR4057375.fastq.gz"	42969731	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057375/KGH6-A-EX3-UDG2-22-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057376"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-24-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057376/ERR4057376.fastq.gz"	4562556886	"a5b0081b143e4f49f7ce3bb9b602a716"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057376/ERR4057376.fastq.gz"	60361759	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057376/KGH6-A-EX3-UDG2-24-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057377"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-27-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057377/ERR4057377.fastq.gz"	3874524255	"0db00a4d286b576488f9968c9f3fa69b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057377/ERR4057377.fastq.gz"	49955911	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057377/KGH6-A-EX3-UDG2-27-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057378"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-28-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057378/ERR4057378.fastq.gz"	2869754045	"0160b73c2a35b94fdcbc2d0572fe6a1c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057378/ERR4057378.fastq.gz"	37501308	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057378/KGH6-A-EX3-UDG2-28-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057379"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-29-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057379/ERR4057379.fastq.gz"	2922590900	"169f9d5a4ad6d7609c11fd340a667725"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057379/ERR4057379.fastq.gz"	37925437	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057379/KGH6-A-EX3-UDG2-29-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057380"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-30-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057380/ERR4057380.fastq.gz"	3605108237	"4170b96c1d5f1c0f8d555ff1c80b263a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057380/ERR4057380.fastq.gz"	46151328	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057380/KGH6-A-EX3-UDG2-30-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057381"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-34-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057381/ERR4057381.fastq.gz"	2897143841	"45091d5e1b660424141ce31762474ae4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057381/ERR4057381.fastq.gz"	37861643	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057381/KGH6-A-EX3-UDG2-34-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057382"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-35-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057382/ERR4057382.fastq.gz"	2595525895	"c26c7aefa26a27846f55da337399fd60"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057382/ERR4057382.fastq.gz"	33101874	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057382/KGH6-A-EX3-UDG2-35-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057383"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-39-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057383/ERR4057383.fastq.gz"	2984518043	"8876a5fb0d202561ede1a96a770e2674"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057383/ERR4057383.fastq.gz"	38675297	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057383/KGH6-A-EX3-UDG2-39-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057384"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-40-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057384/ERR4057384.fastq.gz"	2526569439	"32cfffa02b92966b4560a15afc17b04d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057384/ERR4057384.fastq.gz"	33053526	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057384/KGH6-A-EX3-UDG2-40-PCR1-Hi5.fastq.gz"
"SAMEA6793055"	"PRJEB36854"	"ERR4057385"	"KGH6"	"KGH6"	"plus"	"haploid"	"ERS4520726"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX3-UDG2-43-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057385/ERR4057385.fastq.gz"	3681962800	"d4c82639dc39e0c0842996de85a01554"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057385/ERR4057385.fastq.gz"	47778471	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057385/KGH6-A-EX3-UDG2-43-PCR1-Hi5.fastq.gz"
"SAMEA6793056"	"PRJEB36854"	"ERR4057386"	"MB101"	"#N/A"	"plus"	"haploid"	"ERS4520727"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX1-LIB1-23-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057386/ERR4057386.fastq.gz"	30232107	"7b0de08bed43caeaea3c92853c7c0e9f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057386/ERR4057386.fastq.gz"	700895	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057386/MB101-A-EX1-LIB1-23-PCR1-WGS1.fastq.gz"
"SAMEA6793056"	"PRJEB36854"	"ERR4057387"	"MB101"	"#N/A"	"plus"	"haploid"	"ERS4520727"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX2-LIB1-9-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057387/ERR4057387.fastq.gz"	29067885	"8285c52236fa285567f55422faa62912"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057387/ERR4057387.fastq.gz"	679279	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057387/MB101-A-EX2-LIB1-9-PCR1-WGS1.fastq.gz"
"SAMEA6793057"	"PRJEB36854"	"ERR4057389"	"MB4"	"#N/A"	"plus"	"haploid"	"ERS4520728"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"D-EX3-LIB1-81-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057389/ERR4057389.fastq.gz"	3477076	"74ab8a04f4feb01952862ae27242413a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057389/ERR4057389.fastq.gz"	68246	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057389/MB4-D-EX3-LIB1-81-PCR2-Mi10.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057390"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-LIB1-82-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057390/ERR4057390.fastq.gz"	16390594	"3c7d4eb372f18374635032b0f85f1a10"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057390/ERR4057390.fastq.gz"	321855	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057390/MB6-C-EX3-LIB1-82-PCR2-Mi10.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057391"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-10-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057391/ERR4057391.fastq.gz"	672619540	"ce4b029142379e4899a425510c0b5ee7"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057391/ERR4057391.fastq.gz"	11939563	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057391/MB6-C-EX3-UDG1-10-PCR1-Hi10-Lane03.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057392"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-129-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057392/ERR4057392.fastq.gz"	1885085066	"35645abb9d29e71e8773d39fe6e33947"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057392/ERR4057392.fastq.gz"	34113750	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057392/MB6-C-EX3-UDG1-129-PCR1-Hi7.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057393"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-130-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057393/ERR4057393.fastq.gz"	1411841674	"cd5658ee7cfa0e24aae07fee7b72c979"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057393/ERR4057393.fastq.gz"	25560905	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057393/MB6-C-EX3-UDG1-130-PCR1-Hi7.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057394"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-131-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057394/ERR4057394.fastq.gz"	1451006774	"c2c061092601168e59608a02671df5be"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057394/ERR4057394.fastq.gz"	26257939	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057394/MB6-C-EX3-UDG1-131-PCR1-Hi7.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057395"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-132-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057395/ERR4057395.fastq.gz"	1683235704	"fa269b86ebcb4e787faa6124c6a5c109"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057395/ERR4057395.fastq.gz"	30589773	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057395/MB6-C-EX3-UDG1-132-PCR1-Hi7.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057396"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-8-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057396/ERR4057396.fastq.gz"	652146769	"d422cb8f5c0f09729ffe120a34f247ac"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057396/ERR4057396.fastq.gz"	11643255	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057396/MB6-C-EX3-UDG1-8-PCR1-Hi10-Lane03.fastq.gz"
"SAMEA6793058"	"PRJEB36854"	"ERR4057397"	"MB6"	"MB6"	"plus"	"haploid"	"ERS4520729"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-9-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057397/ERR4057397.fastq.gz"	606454792	"70c01e943ef129cf059a871028f9db60"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057397/ERR4057397.fastq.gz"	10884346	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057397/MB6-C-EX3-UDG1-9-PCR1-Hi10-Lane03.fastq.gz"
